flood_id,country,url,page_title,pub_date,language_detected,clean_text
79,Brazil,http://www2.cemaden.gov.br/linhas-de-pesquisa/,Linhas de Pesquisa – Cemaden,2016-01-13,por,"1 - Processos Geodinâmicos Aplicados a Desastres Naturais1 - Processos Geodinâmicos Aplicados a Desastres Naturais- Modelagem de estabilidade de encostas com dados geotécnicos e topográficos para previsão de áreas suscetíveis a escorregamentos rasos;- Estudos de Limiares de Correlação entre Chuvas e Processos Geodinâmicos, Naturais ou Induzidos, no Território Brasileiro;- Monitoramento de variáveis geotécnicas e climáticas para a implantação de sistema de alerta a movimentos de massa2 - Extremos Meteorológicos e Climatológicos Aplicados a Desastres Naturais2 - Extremos Meteorológicos e Climatológicos Aplicados a Desastres Naturais- Investigação das características dos veranicos na Região Sudeste do Brasil e potencial aplicação para previsões;- Extremos de chuva deflagradores de desastres naturais no Brasil;- Desenvolvimento de potencial aplicação para previsões de veranicos extremos;- Variabilidade subsazonal da precipitação no semiárido;- Desenvolvimento colaborativo de indicadores de risco de colapso de safra3 - Extremos Hidrológicos Aplicados a Desastres Naturais3 - Extremos Hidrológicos Aplicados a Desastres Naturais- Modelagem hidrodinâmica para o desenvolvimento de sistemas de alerta de inundação;- Sistema de previsão hidrológica de longo e curto prazo usando diferentes fontes de dados pluviométricos- Desenvolvimento de sistema de previsão hidrológica para a bacia do Rio São Mateus e bacias da Região Serrana do Estado do Rio de Janeiro- Aplicação de inteligência computa"
79,Brazil,http://www2.cemaden.gov.br/boletim-de-impactos-de-extremos-de-origem-hidro-geo-climatico-em-atividades-estrategicas-para-o-brasil-09062021/,Boletim de Impactos de Extremos de Origem Hidro-Geo-Climático em Atividades Estratégicas para o Brasil – 09/06/2021 – Cemaden,2021-06-22,por,"SUMÁRIOA presente edição do Boletim Mensal de Impactos de Extremos de Origem Hidro-Geo-Climático em Atividades Estratégicas para o Brasil, elaborado pelo Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden), unidade de pesquisa do Ministério de Ciência, Tecnologia e Inovações (MCTI), apresenta: (a) a avaliação das ocorrências e alertas para desastres naturais de origem hidro-geo-climático (inundações, enxurradas e movimento de massa) para o mês de maio de 2021, e (b) o diagnóstico e cenários dos extremos pluviométricos (secas e inundações) e seus impactos em diferentes setores econômicos do Brasil para o trimestre de junho a agosto (JJA) de 2021.No mês de maio de 2021, foram enviados pela Sala de Situação do Cemaden 116 alertas, com 34 ocorrências registradas em municípios monitorados, sendo 17 de risco geológico e 17 de risco hidrológico.Na Região Norte e no leste do NEB do Brasil, a maioria das estações hidrológicas disponíveis registraram níveis dos rios acima da média climatológica do período. No Estado do Amazonas, o Rio Negro em Manaus atingiu a cota de 30 metros, superando o limiar histórico de 29,7 metros. Em Manacapuru o Rio Solimões apresenta-se com cheia com período de retorno acima de 10 anos. Na região central e em áreas do Sudeste e Sul do Brasil os rios apresentam níveis muito abaixo da média. A previsão sazonal para o trimestre JJA, indica tendência de vazões superiores à média nos rios localizados no noroeste da Região Norte, incluindo o"
79,Brazil,http://www2.cemaden.gov.br/boletim-de-impactos-de-extremos-de-origem-hidro-geo-climatico-em-atividades-estrategicas-para-o-brasil-06082021/,Boletim de Impactos de Extremos de Origem Hidro-Geo-Climático em Atividades Estratégicas para o Brasil – 06/08/2021 – Cemaden,2021-08-13,por,"SUMÁRIOA presente edição do Boletim Mensal de Impactos de Extremos de Origem Hidro-Geo-Climático em Atividades Estratégicas para o Brasil, elaborado pelo Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden), unidade de pesquisa do Ministério de Ciência, Tecnologia e Inovações (MCTI), apresenta: (a) a avaliação das ocorrências e alertas para desastres naturais de origem hidro-geo-climático (inundações, enxurradas e movimento de massa) para o mês de julho de 2021, e (b) o diagnóstico e cenários dos extremos pluviométricos (secas e inundações) e seus impactos em diferentes setores econômicos do Brasil para o trimestre de agosto a outubro (ASO) de 2021.No mês de julho de 2021, foram enviados pela Sala de Situação do Cemaden 11 alertas, com 3 ocorrências registradas em municípios monitorados, todas de risco geológico.Na Região Norte e no leste do Nordeste do Brasil, a maioria das estações hidrológicas disponíveis registraram níveis dos rios na média ou acima da média climatológica do período. No Estado de Roraima, várias estações apresentam níveis muito acima da média. Na região central e Sul do País os rios permanecem com níveis muito abaixo da média. A previsão sazonal para o trimestre ASO, indica tendência de vazões superiores à média nos rios localizados no extremo norte da Amazônia, e vazões na média ou abaixo da média nas demais áreas do Brasil.O Índice Integrado de Seca (IIS) referente ao mês de julho, quando comparado ao mês de junho, aponta a intensi"
79,Brazil,https://www.diariodepernambuco.com.br/noticia/brasil/2024/05/tremores-de-terra-de-baixa-intensidade-sao-registrados-no-rs.html,Tremores de terra de baixa intensidade são registrados no Rio Grande do Sul | Brasil: Diario de Pernambuco,2024-05-13,por,"TREMORES NO RSTremores de terra de baixa intensidade são registrados no Rio Grande do SulGeólogo será enviado ao local para avaliar se os tremores têm ligação com a acomodação do solo afetado pela subida da água dos rios| Boletim Sismológico UnB aponta tremores de terras no Rio Grande do Sul (Foto: Boletim Sismológico UnB) |Uma série de tremores de terra de baixa intensidade atingiram cidades do Rio Grande do Sul na madrugada desta segunda-feira (13). De acordo com o Observatório Sismológico da Universidade de Brasília (UnB), os abalos foram sentidos em Caxias do Sul e Bento Gonçalves.Os tremores ocorreram em áreas afetadas pelas enchentes catastróficas que atingem o estado. Em Caxias do Sul, moradores assustados chamaram o Corpo de Bombeiros. De acordo com o Observatório, os abalos tiveram magnitude de 2.3 e 2.4 graus na Escala Richter.Um geólogo será enviado a Caxias do Sul para avaliar se os tremores têm ligação com a acomodação do solo afetado pela subida da água dos rios. A Defesa Civil orienta que a população saia de casa e acione o órgão caso note rachaduras no chão ou nas paredes das casas.Mais notícias"
83,Mexico,https://www.elfinanciero.com.mx/cdmx/2024/08/21/lluvias-cdmx-en-vivo-reporte-vial-de-calles-inundadas-condesa-revolucion-y-periferico-reportan-encharcamientos/,"Lluvias inundan la Condesa, Revolución y Periférico: CDMX activa alerta en las 16 alcaldías – El Financiero",2024-08-22,spa,"La Ciudad de México espera una tarde y noche lluviosa este miércoles 21 de agosto, ya que las 16 alcaldías están bajo alerta por fuertes precipitaciones y ya se reportan algunas inundaciones en vialidades principales.Las lluvias en la Ciudad de México persistirán al menos hasta las 22:00 horas, según dijo la Secretaría de Gestión Integral de Riesgos y Protección Civil, quien además señaló que se espera caída de granizo, así como elevadas rachas de viento, lo que podría influir en la caída de ramas y árboles, y con ello, junto con las inundaciones, ocasionar tráfico.- Alcaldías en Alerta Amarilla, con lluvias de 15 a 29 milímetros: Azcapotzalco Benito Juárez, Cuajimalpa, Gustavo A. Madero, Iztacalco, Magdalena Contreras, Miguel Hidalgo, Milpa Alta, Venustiano Carranza y Xochimilco.- Alcaldías en Alerta Naranja, con lluvias de 30 a 49 milímetros: Álvaro Obregón, Coyoacán, Iztapalapa, Tláhuac y Tlalpan.El ingreso de humedad desde el Océano Pacífico, así como un canal de baja presión, son los responsables de las fuertes lluvias en la Ciudad de México y el Estado de México este miércoles. Se prevé que estas condiciones prevalezcan al menos hasta el domingo 25 de agosto.Las recomendaciones de las autoridades de la Ciudad de México ante las fuertes lluvias son cerrar ventanas y puertas, no caminar por corrientes de agua y usar impermeables con reflejantes si andas en bicicleta.Se desborda el Vaso Regulador en Azcapotzalco por las fuertes lluviasLa alcaldía Azcapotzalco informó el de"
79,Brazil,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-09092020/,Boletim de impactos em áreas estratégicas para o Brasil – 09/09/2020 – Cemaden,2020-09-16,por,"SUMÁRIOA presente edição do Boletim Mensal de Impactos em Atividades Estratégicas para o Brasil, elaborado pelo Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden), unidade de pesquisa do Ministério de Ciência, Tecnologia e Inovações (MCTI), apresenta a Avaliação das Ocorrências e Alertas para Desastres Naturais (inundações, enxurradas e movimento de massa) para o mês de agosto 2020 e o Diagnóstico e Cenários dos extremos pluviométricos (secas e inundações) e seus impactos em diferentes setores econômicos do Brasil.No mês de agosto de 2020 foram enviados pela Sala de Situação do Cemaden 32 alertas, com 5 ocorrências registradas em municípios monitorados, sendo 4 de risco geológico e 1 de risco hidrológico.Associado à passagem de uma frente fria no mês de agosto, vários rios na Região Sul do Brasil apresentaram aumento de nível e ficaram com valor acima da média histórica para essa época do ano. No sul de Santa Catarina, o rio Manoel Alves encontra-se com indicativos de possível cheia com período de retorno superior a 1,5 ano. A previsão sazonal para o trimestre de setembro-outubro-novembro (SON), indica probabilidade superior a 75% de ocorrência de vazões superiores à média nos rios localizados na Região Norte, faixa costeira-norte do Nordeste e no sudoeste da Bahia, centro-sul dos estados de Minas Gerais e Goiás e norte do Mato Grosso do Sul. Por outro lado, no Sul do Brasil a previsão indica probabilidade acima de 75-90% para que a vazão dos rios apre"
79,Brazil,http://www2.cemaden.gov.br/boletim-de-impactos-em-areas-estrategicas-para-o-brasil-29102018/,Boletim de impactos em áreas estratégicas para o Brasil – 29/10/2018 – Cemaden,2018-10-31,por,"SUMÁRIONesta edição do boletim mensal de previsão de impactos em atividades estratégicas para o Brasil, o Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden), do Ministério de Ciência, Tecnologia, Inovação e Comunicações (MCTIC), apresenta os cenários mais prováveis de impactos nos recursos hídricos e na vegetação, em diferentes setores do Brasil, bem como na agricultura familiar de sequeiro para o semiárido, no decorrer do trimestre novembro-dezembro de 2018 e janeiro de 2019 (NDJ/2019). Os destaques ainda são a situação do Sistema Cantareira, as projeções para as vazões afluentes aos reservatórios de Três Marias e Serra da Mesa e os possíveis cenários para os volumes armazenados nos açudes monitorados no semiárido da Região Nordeste, nos meses subsequentes.Na avaliação dos cenários em hidrologia, o modelo hidrológico sugere que, nos próximos três meses, o volume armazenado no Sistema Cantareira ficaria em situação mais favorável que no mesmo período do ano anterior. Porém, mesmo em um cenário de chuvas em torno da média histórica para o trimestre NDJ/2019, a vazão ainda deve continuar abaixo da Média de Longo Termo (MLT). Nas sub-bacias de Serra da Mesa e Três Marias, o modelo hidrológico indica que as vazões poderiam apresentar uma situação mais favorável que no mesmo período do ano anterior, porém ainda abaixo da MLT. Na Região Norte, as cotas dos rios Madeira e Acre apresentaram-se abaixo do nível mínimo médio em outubro de 2018, o que afetou a nav"
79,Brazil,https://www.diariodepernambuco.com.br/noticia/brasil/2024/01/chuvas-no-rio-de-janeiro-deixam-9-mil-desalojados-e-300-desabrigados.html,Chuvas no Rio de Janeiro deixam 9 mil desalojados e 300 desabrigados  | Brasil: Diario de Pernambuco,2024-01-16,por,"RIO DE JANEIROChuvas no Rio de Janeiro deixam 9 mil desalojados e 300 desabrigadosAs tempestades que atingiram o estado tiveram o volume recorde registrado no ano e causaram a morte de 12 pessoas| Estragos e prejuízos causados pelas chuvas em Belford Roxo, na Baixada Fluminense (foto: Fernando Frazão/Agência Brasil) |Mais de 9 mil pessoas estão desalojadas e mais de 300 estão desabrigadas no Rio de Janeiro por conta das fortes chuvas que atingiram regiões do estado neste fim de semana. A atualização foi divulgada na noite desta terça-feira (16), pela Secretaria de Desenvolvimento Social e Direitos Humanos do governo do estado, com base nas informações das prefeituras. Sete municípios decretaram situação de emergência.As pessoas desalojadas são aquelas que foram obrigadas a abandonar temporária ou definitivamente as casas por conta da destruição, mas não necessariamente precisam de novas residências. Já aquelas que foram desabrigadas precisarão de novas casas porque aquelas onde viviam foram destruídas pelas chuvas.As tempestades que atingiram o estado tiveram o volume recorde registrado no ano, causaram a morte de 12 pessoas, além de enchentes, alagamentos e diversos danos materiais.De acordo com o governo, com base nos dados enviados pelas prefeituras, mais de 15 mil pessoas foram afetadas pelas chuvas nas cidades de Belford Roxo, Japeri, Mesquita, Nilópolis, Nova Iguaçu, Queimados, São Gonçalo e São João De Meriti.COMENTÁRIOSOs comentários a seguir não representam a opinião"
79,Brazil,http://www2.cemaden.gov.br/cemaden-inicia-semana-nacional-de-ciencia-e-tecnologia-com-aula-magna-para-alunos-de-pos-graduacao-em-desastres-naturais/,Cemaden inicia Semana Nacional de Ciência e Tecnologia com Aula Magna para alunos de pós-graduação em Desastres Naturais – Cemaden,2019-10-22,por,"O Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden) abriu a Semana Nacional de Ciência e Tecnologia (SNCT-2019), em São José dos Campos (SP), nesta segunda-feira (21), recepcionando alunos e docentes do curso de pós-graduação em Desastres Naturais, com a Aula Magna ministrada pelo coordenador-geral de Pesquisa e Desenvolvimento do Cemaden, José Marengo, no tema 'Risco de Secas e Estresse Hídrico no Nordeste do Brasil: Presente e Futuro.'Organizada pelo Cemaden, a segunda edição do curso de Pesquisa Integrada em Risco de Desastre (PIRD) tem a participação de 31 alunos e três docentes do curso de pós-graduação do Mestrado Profissional em Gestão de Risco de Desastre na Amazônia, da Universidade Federal do Pará (UFPA) e de Mestrado Profissional em Desastres Naturais pela Universidade Federal de Santa Catarina (UFSC). Os discentes da pós-graduação são profissionais de diversas áreas, como Meteorologia, Engenharias, Geografia, Geologia, Engenharias, Direito e Saúde, bem como de diversas instituições ligadas à Defesa Civil, Corpo de Bombeiros, Polícia Ambiental entre outras.O coordenador-geral de Operações e Modelagem do Cemaden, Marcelo Seluchi deu as boas-vindas aos participantes do curso de pós-graduação, mostrando, na apresentação institucional, o panorama dos desastres e eventos extremos e as atividades do Cemaden. Enfatizou o trabalho do cruzamento de informações hidrometeorológicas, geológicas e de vulnerabilidades, mostrando a interação das áreas ope"
83,Mexico,https://www.elfinanciero.com.mx/cdmx/2022/10/06/fuertes-lluvias-en-cdmx-activan-alerta-roja-en-azcapotzalco-miguel-hidalgo-y-cuauhtemoc/,Saca la botas impermeables: Activan alerta roja por fuertes lluvias en CDMX – El Financiero,2022-10-07,spa,"La Secretaría de Gestión Integral de Riesgos y Protección Civil emitió una alerta roja en tres alcaldías dela Ciudad de México debido a las fuertes lluvias que 'azotan' al centro y norte de la capital del país la noche de este jueves 6 de octubre.Al corte de las 20:35 horas, las autoridades capitalinas esperan lluvias fuertes de entre 50 y 70 milímetros, lo que posiblemente derive en inundaciones y encharcamientos, así como afectaciones a la circulación.Alcaldías con alerta roja por lluvias este 6 de octubre- Azcapotzalco.- Cuauhtémoc.- Miguel Hidalgo.Las fuertes lluvias son consideradas 'de riesgo' para la población capitalina, ya que pueden provocar:- Corrientes de agua sobre calles y avenidas.- Caída de árboles, ramas y lonas.Precauciones por lluvias en CDMXEl gobierno de la Ciudad de México recomendó a la ciudadanía tomar estas medidas para prevenirse de las fuertes lluvias en Azcapotzalco, Cuauhtémoc y Miguel Hidalgo.- Ten a la mano y en una bolsa hermética tus documentos más importantes.- Si vas conduciendo enciende faros de niebla.- Mantente alejado de las zonas inundadas.Toda la CDMX en alerta por lluviasAdemás de las tres alcaldías de la Ciudad de México con alerta roja, hay recomendaciones en las otras 13 demarcaciones por la posible caída de granizo y lluvias fuertes.Protección Civil emitió alerta amarilla y naranja para las siguientes alcaldías:Alerta Naranja (lluvias de 30 a 39 milímetros)- Benito Juárez.- Coyoacán.- Iztacalco.- Iztapalapa.- Tláhuac.Alerta Amaril"
